workerid,problem,treatment,domain,questions,options,votes,predictions,elicitation_format
291,2,3,1,13,"[25, 31, 37, 43]",[25],"[25, 37, 43, 31]",top-rank
291,3,3,2,13,"[25, 31, 37, 43]",[31],"[31, 37, 43, 25]",top-rank
291,4,3,3,20,"[32, 38, 44, 50]",[38],"[38, 32, 44, 50]",top-rank
291,5,3,1,2,"[3, 9, 15, 21]",[21],"[9, 21, 3, 15]",top-rank
291,6,1,1,16,"[31, 37, 43, 49]",[37],[],top-none
291,7,1,1,11,"[21, 27, 33, 39]",[21],[],top-none
291,8,1,2,5,"[9, 15, 21, 27]",[15],[],top-none
291,9,1,3,6,"[11, 17, 23, 29]",[11],[],top-none
291,10,1,1,3,"[5, 11, 17, 23]",[5],[],top-none
292,1,6,2,3,"[5, 11, 17, 23]","[5, 11, 17, 23]","[11, 5, 17, 23]",rank-rank
292,2,6,3,13,"[25, 31, 37, 43]","[25, 31, 37, 43]","[25, 31, 37, 43]",rank-rank
292,3,6,3,3,"[5, 11, 17, 23]","[17, 23, 11, 5]","[23, 17, 11, 5]",rank-rank
292,4,6,1,5,"[9, 15, 21, 27]","[9, 15, 21, 27]","[9, 15, 21, 27]",rank-rank
292,5,6,2,13,"[25, 31, 37, 43]","[25, 37, 31, 43]","[37, 25, 31, 43]",rank-rank
292,6,5,2,10,"[19, 25, 31, 37]","[25, 37, 31, 19]",[25],rank-top
292,7,5,3,8,"[15, 21, 27, 33]","[15, 21, 27, 33]",[21],rank-top
292,8,5,3,2,"[3, 9, 15, 21]","[3, 15, 21, 9]",[3],rank-top
292,9,5,1,5,"[9, 15, 21, 27]","[9, 15, 21, 27]",[15],rank-top
292,10,5,2,15,"[29, 35, 41, 47]","[35, 47, 41, 29]",[35],rank-top
293,1,6,3,14,"[27, 33, 39, 45]","[45, 39, 33, 27]","[39, 33, 27, 45]",rank-rank
293,2,6,1,9,"[17, 23, 29, 35]","[23, 29, 17, 35]","[29, 35, 23, 17]",rank-rank
293,3,6,2,15,"[29, 35, 41, 47]","[29, 47, 41, 35]","[29, 35, 41, 47]",rank-rank
293,4,6,2,2,"[3, 9, 15, 21]","[21, 3, 9, 15]","[9, 3, 21, 15]",rank-rank
293,5,6,3,13,"[25, 31, 37, 43]","[25, 31, 37, 43]","[25, 37, 43, 31]",rank-rank
293,6,4,3,18,"[12, 18, 24, 30]","[12, 18, 30, 24]",[],rank-none
293,7,4,1,11,"[21, 27, 33, 39]","[21, 39, 33, 27]",[],rank-none
293,8,4,2,4,"[7, 13, 19, 25]","[25, 7, 13, 19]",[],rank-none
293,9,4,2,19,"[22, 28, 34, 40]","[22, 40, 28, 34]",[],rank-none
293,10,4,3,13,"[25, 31, 37, 43]","[43, 37, 25, 31]",[],rank-none
294,1,2,2,16,"[31, 37, 43, 49]",[43],[31],top-top
294,2,2,3,18,"[12, 18, 24, 30]",[12],[24],top-top
294,3,2,1,5,"[9, 15, 21, 27]",[21],[9],top-top
294,4,2,1,18,"[12, 18, 24, 30]",[18],[12],top-top
294,5,2,3,10,"[19, 25, 31, 37]",[25],[25],top-top
294,6,1,2,15,"[29, 35, 41, 47]",[41],[],top-none
294,7,1,3,11,"[21, 27, 33, 39]",[21],[],top-none
294,8,1,1,13,"[25, 31, 37, 43]",[37],[],top-none
294,9,1,1,20,"[32, 38, 44, 50]",[38],[],top-none
294,10,1,3,5,"[9, 15, 21, 27]",[21],[],top-none
295,1,4,3,8,"[15, 21, 27, 33]","[15, 21, 33, 27]",[],rank-none
295,2,4,2,19,"[22, 28, 34, 40]","[22, 28, 34, 40]",[],rank-none
295,3,4,2,15,"[29, 35, 41, 47]","[35, 29, 41, 47]",[],rank-none
295,4,4,3,9,"[17, 23, 29, 35]","[17, 29, 35, 23]",[],rank-none
295,5,4,2,18,"[12, 18, 24, 30]","[30, 24, 12, 18]",[],rank-none
295,6,6,3,6,"[11, 17, 23, 29]","[11, 17, 29, 23]","[17, 29, 11, 23]",rank-rank
295,7,6,2,10,"[19, 25, 31, 37]","[31, 25, 19, 37]","[31, 19, 37, 25]",rank-rank
295,8,6,2,8,"[15, 21, 27, 33]","[27, 21, 15, 33]","[27, 21, 15, 33]",rank-rank
295,9,6,3,16,"[31, 37, 43, 49]","[43, 31, 49, 37]","[43, 31, 49, 37]",rank-rank
295,10,6,2,12,"[23, 29, 35, 41]","[41, 35, 29, 23]","[41, 35, 29, 23]",rank-rank
296,1,1,3,19,"[22, 28, 34, 40]",[28],[],top-none
296,2,1,2,16,"[31, 37, 43, 49]",[49],[],top-none
296,3,1,3,14,"[27, 33, 39, 45]",[39],[],top-none
296,4,1,2,19,"[22, 28, 34, 40]",[40],[],top-none
296,5,1,2,7,"[13, 19, 25, 31]",[31],[],top-none
296,6,6,3,13,"[25, 31, 37, 43]","[43, 37, 25, 31]","[31, 43, 37, 25]",rank-rank
296,7,6,2,14,"[27, 33, 39, 45]","[27, 39, 33, 45]","[39, 33, 27, 45]",rank-rank
296,8,6,3,17,"[2, 8, 14, 20]","[2, 14, 20, 8]","[2, 20, 14, 8]",rank-rank
296,9,6,2,1,"[1, 7, 13, 19]","[1, 7, 19, 13]","[7, 1, 19, 13]",rank-rank
296,10,6,2,6,"[11, 17, 23, 29]","[11, 23, 29, 17]","[23, 17, 29, 11]",rank-rank
297,1,6,3,4,"[7, 13, 19, 25]","[13, 25, 7, 19]","[25, 7, 19, 13]",rank-rank
297,2,6,2,19,"[22, 28, 34, 40]","[28, 22, 40, 34]","[28, 34, 40, 22]",rank-rank
297,3,6,2,5,"[9, 15, 21, 27]","[21, 15, 27, 9]","[27, 21, 15, 9]",rank-rank
297,4,6,2,18,"[12, 18, 24, 30]","[30, 24, 18, 12]","[18, 30, 12, 24]",rank-rank
297,5,6,1,19,"[22, 28, 34, 40]","[28, 22, 40, 34]","[28, 34, 40, 22]",rank-rank
297,6,3,3,14,"[27, 33, 39, 45]",[45],"[45, 33, 27, 39]",top-rank
297,7,3,2,15,"[29, 35, 41, 47]",[35],"[29, 47, 35, 41]",top-rank
297,8,3,2,8,"[15, 21, 27, 33]",[33],"[15, 33, 21, 27]",top-rank
297,9,3,2,14,"[27, 33, 39, 45]",[33],"[27, 33, 45, 39]",top-rank
297,10,3,1,9,"[17, 23, 29, 35]",[35],"[23, 35, 17, 29]",top-rank
298,1,3,1,20,"[32, 38, 44, 50]",[38],"[38, 32, 44, 50]",top-rank
298,2,3,1,16,"[31, 37, 43, 49]",[31],"[43, 37, 31, 49]",top-rank
298,3,3,3,10,"[19, 25, 31, 37]",[37],"[19, 31, 25, 37]",top-rank
298,4,3,2,14,"[27, 33, 39, 45]",[39],"[27, 33, 45, 39]",top-rank
298,5,3,1,4,"[7, 13, 19, 25]",[7],"[19, 7, 25, 13]",top-rank
298,6,1,1,17,"[2, 8, 14, 20]",[2],[],top-none
298,7,1,1,1,"[1, 7, 13, 19]",[1],[],top-none
298,8,1,3,6,"[11, 17, 23, 29]",[29],[],top-none
298,9,1,2,11,"[21, 27, 33, 39]",[39],[],top-none
298,10,1,1,15,"[29, 35, 41, 47]",[29],[],top-none
299,1,5,2,8,"[15, 21, 27, 33]","[27, 21, 15, 33]",[27],rank-top
299,2,5,3,19,"[22, 28, 34, 40]","[28, 34, 40, 22]",[34],rank-top
299,3,5,2,15,"[29, 35, 41, 47]","[35, 47, 29, 41]",[35],rank-top
299,4,5,1,13,"[25, 31, 37, 43]","[25, 37, 43, 31]",[25],rank-top
299,5,5,2,7,"[13, 19, 25, 31]","[19, 31, 25, 13]",[31],rank-top
299,6,6,2,16,"[31, 37, 43, 49]","[49, 43, 37, 31]","[49, 31, 43, 37]",rank-rank
299,7,6,3,7,"[13, 19, 25, 31]","[25, 19, 13, 31]","[25, 13, 31, 19]",rank-rank
299,8,6,2,17,"[2, 8, 14, 20]","[2, 8, 14, 20]","[8, 2, 20, 14]",rank-rank
299,9,6,1,13,"[25, 31, 37, 43]","[25, 37, 31, 43]","[37, 25, 31, 43]",rank-rank
299,10,6,2,3,"[5, 11, 17, 23]","[5, 17, 23, 11]","[5, 17, 23, 11]",rank-rank
300,1,2,1,10,"[19, 25, 31, 37]",[25],[19],top-top
300,2,2,2,8,"[15, 21, 27, 33]",[27],[15],top-top
300,3,2,3,6,"[11, 17, 23, 29]",[17],[29],top-top
300,4,2,2,4,"[7, 13, 19, 25]",[7],[19],top-top
300,5,2,3,3,"[5, 11, 17, 23]",[17],[11],top-top
300,6,1,1,9,"[17, 23, 29, 35]",[29],[],top-none
300,7,1,2,20,"[32, 38, 44, 50]",[44],[],top-none
300,8,1,3,5,"[9, 15, 21, 27]",[15],[],top-none
300,9,1,2,10,"[19, 25, 31, 37]",[37],[],top-none
300,10,1,3,12,"[23, 29, 35, 41]",[41],[],top-none
301,1,1,2,13,"[25, 31, 37, 43]",[31],[],top-none
301,2,1,3,12,"[23, 29, 35, 41]",[35],[],top-none
301,3,1,3,11,"[21, 27, 33, 39]",[33],[],top-none
301,4,1,1,11,"[21, 27, 33, 39]",[39],[],top-none
301,5,1,3,13,"[25, 31, 37, 43]",[31],[],top-none
301,6,3,2,19,"[22, 28, 34, 40]",[22],"[22, 40, 28, 34]",top-rank
301,7,3,3,14,"[27, 33, 39, 45]",[33],"[45, 33, 27, 39]",top-rank
301,8,3,3,17,"[2, 8, 14, 20]",[14],"[20, 2, 14, 8]",top-rank
301,9,3,1,2,"[3, 9, 15, 21]",[3],"[3, 9, 21, 15]",top-rank
301,10,3,3,7,"[13, 19, 25, 31]",[31],"[19, 25, 31, 13]",top-rank
302,1,3,2,17,"[2, 8, 14, 20]",[8],"[8, 14, 20, 2]",top-rank
302,2,3,3,19,"[22, 28, 34, 40]",[40],"[40, 28, 34, 22]",top-rank
302,3,3,1,12,"[23, 29, 35, 41]",[29],"[29, 41, 35, 23]",top-rank
302,4,3,2,8,"[15, 21, 27, 33]",[15],"[15, 33, 21, 27]",top-rank
302,5,3,2,11,"[21, 27, 33, 39]",[39],"[39, 33, 21, 27]",top-rank
302,6,6,2,11,"[21, 27, 33, 39]","[39, 33, 21, 27]","[39, 33, 21, 27]",rank-rank
302,7,6,3,20,"[32, 38, 44, 50]","[38, 44, 50, 32]","[38, 44, 50, 32]",rank-rank
302,8,6,1,10,"[19, 25, 31, 37]","[19, 25, 31, 37]","[19, 25, 31, 37]",rank-rank
302,9,6,2,5,"[9, 15, 21, 27]","[15, 9, 27, 21]","[15, 9, 27, 21]",rank-rank
302,10,6,2,17,"[2, 8, 14, 20]","[8, 14, 20, 2]","[8, 14, 20, 2]",rank-rank
303,1,1,3,13,"[25, 31, 37, 43]",[43],[],top-none
303,2,1,2,15,"[29, 35, 41, 47]",[29],[],top-none
303,3,1,2,10,"[19, 25, 31, 37]",[25],[],top-none
303,4,1,3,2,"[3, 9, 15, 21]",[15],[],top-none
303,5,1,1,1,"[1, 7, 13, 19]",[1],[],top-none
303,6,4,3,15,"[29, 35, 41, 47]","[29, 47, 41, 35]",[],rank-none
303,7,4,2,5,"[9, 15, 21, 27]","[21, 15, 9, 27]",[],rank-none
303,8,4,2,9,"[17, 23, 29, 35]","[35, 17, 23, 29]",[],rank-none
303,9,4,3,16,"[31, 37, 43, 49]","[31, 37, 49, 43]",[],rank-none
303,10,4,1,7,"[13, 19, 25, 31]","[19, 13, 25, 31]",[],rank-none
304,1,2,3,8,"[15, 21, 27, 33]",[15],[15],top-top
304,2,2,1,5,"[9, 15, 21, 27]",[9],[9],top-top
304,3,2,1,6,"[11, 17, 23, 29]",[29],[17],top-top
304,4,2,2,3,"[5, 11, 17, 23]",[5],[5],top-top
304,5,2,1,16,"[31, 37, 43, 49]",[31],[43],top-top
304,6,1,3,1,"[1, 7, 13, 19]",[19],[],top-none
304,7,1,1,13,"[25, 31, 37, 43]",[25],[],top-none
304,8,1,1,18,"[12, 18, 24, 30]",[18],[],top-none
304,9,1,2,13,"[25, 31, 37, 43]",[31],[],top-none
304,10,1,1,20,"[32, 38, 44, 50]",[44],[],top-none
305,1,2,2,9,"[17, 23, 29, 35]",[23],[17],top-top
305,2,2,3,4,"[7, 13, 19, 25]",[7],[19],top-top
305,3,2,3,16,"[31, 37, 43, 49]",[37],[49],top-top
305,4,2,3,11,"[21, 27, 33, 39]",[27],[39],top-top
305,5,2,3,3,"[5, 11, 17, 23]",[11],[23],top-top
305,6,5,2,17,"[2, 8, 14, 20]","[2, 14, 8, 20]",[14],rank-top
305,7,5,3,18,"[12, 18, 24, 30]","[24, 30, 18, 12]",[12],rank-top
305,8,5,3,14,"[27, 33, 39, 45]","[27, 33, 45, 39]",[39],rank-top
305,9,5,3,7,"[13, 19, 25, 31]","[25, 19, 13, 31]",[13],rank-top
305,10,5,3,5,"[9, 15, 21, 27]","[27, 9, 15, 21]",[21],rank-top
306,1,1,3,3,"[5, 11, 17, 23]",[23],[],top-none
306,2,1,1,9,"[17, 23, 29, 35]",[29],[],top-none
306,3,1,3,19,"[22, 28, 34, 40]",[40],[],top-none
306,4,1,2,1,"[1, 7, 13, 19]",[1],[],top-none
306,5,1,3,11,"[21, 27, 33, 39]",[33],[],top-none
306,6,5,3,15,"[29, 35, 41, 47]","[41, 35, 29, 47]",[41],rank-top
306,7,5,1,15,"[29, 35, 41, 47]","[29, 35, 41, 47]",[41],rank-top
306,8,5,3,19,"[22, 28, 34, 40]","[40, 28, 22, 34]",[22],rank-top
306,9,5,2,16,"[31, 37, 43, 49]","[31, 49, 37, 43]",[49],rank-top
306,10,5,3,9,"[17, 23, 29, 35]","[23, 17, 29, 35]",[17],rank-top
307,1,2,2,9,"[17, 23, 29, 35]",[17],[17],top-top
307,2,2,3,9,"[17, 23, 29, 35]",[17],[35],top-top
307,3,2,3,17,"[2, 8, 14, 20]",[8],[8],top-top
307,4,2,3,2,"[3, 9, 15, 21]",[15],[15],top-top
307,5,2,2,10,"[19, 25, 31, 37]",[19],[37],top-top
307,6,3,2,2,"[3, 9, 15, 21]",[15],"[15, 21, 9, 3]",top-rank
307,7,3,3,1,"[1, 7, 13, 19]",[1],"[1, 13, 7, 19]",top-rank
307,8,3,3,8,"[15, 21, 27, 33]",[15],"[15, 27, 33, 21]",top-rank
307,9,3,3,18,"[12, 18, 24, 30]",[24],"[24, 12, 30, 18]",top-rank
307,10,3,2,12,"[23, 29, 35, 41]",[35],"[35, 23, 41, 29]",top-rank
308,1,5,2,1,"[1, 7, 13, 19]","[7, 1, 19, 13]",[19],rank-top
308,2,5,2,20,"[32, 38, 44, 50]","[38, 32, 44, 50]",[50],rank-top
308,3,5,1,13,"[25, 31, 37, 43]","[43, 25, 31, 37]",[25],rank-top
308,4,5,3,1,"[1, 7, 13, 19]","[19, 7, 1, 13]",[19],rank-top
308,5,5,1,4,"[7, 13, 19, 25]","[7, 25, 13, 19]",[25],rank-top
308,6,4,2,8,"[15, 21, 27, 33]","[21, 15, 27, 33]",[],rank-none
308,7,4,2,7,"[13, 19, 25, 31]","[31, 19, 13, 25]",[],rank-none
308,8,4,1,10,"[19, 25, 31, 37]","[25, 19, 31, 37]",[],rank-none
308,9,4,3,5,"[9, 15, 21, 27]","[21, 27, 15, 9]",[],rank-none
308,10,4,1,1,"[1, 7, 13, 19]","[1, 7, 13, 19]",[],rank-none
309,1,3,3,18,"[12, 18, 24, 30]",[24],"[30, 12, 24, 18]",top-rank
309,2,3,1,17,"[2, 8, 14, 20]",[14],"[20, 14, 8, 2]",top-rank
309,3,3,3,3,"[5, 11, 17, 23]",[17],"[5, 23, 11, 17]",top-rank
309,4,3,2,2,"[3, 9, 15, 21]",[9],"[21, 15, 9, 3]",top-rank
309,5,3,2,13,"[25, 31, 37, 43]",[43],"[31, 43, 25, 37]",top-rank
309,6,5,3,13,"[25, 31, 37, 43]","[43, 31, 25, 37]",[37],rank-top
309,7,5,1,18,"[12, 18, 24, 30]","[24, 12, 30, 18]",[18],rank-top
309,8,5,3,12,"[23, 29, 35, 41]","[23, 29, 35, 41]",[41],rank-top
309,9,5,2,10,"[19, 25, 31, 37]","[37, 19, 31, 25]",[19],rank-top
309,10,5,2,14,"[27, 33, 39, 45]","[45, 27, 39, 33]",[39],rank-top
310,1,5,2,6,"[11, 17, 23, 29]","[29, 23, 11, 17]",[29],rank-top
310,2,5,2,5,"[9, 15, 21, 27]","[15, 21, 27, 9]",[15],rank-top
310,3,5,3,11,"[21, 27, 33, 39]","[27, 39, 21, 33]",[27],rank-top
310,4,5,3,19,"[22, 28, 34, 40]","[22, 34, 40, 28]",[22],rank-top
310,5,5,1,14,"[27, 33, 39, 45]","[33, 45, 39, 27]",[39],rank-top
310,6,4,2,10,"[19, 25, 31, 37]","[19, 37, 31, 25]",[],rank-none
310,7,4,2,5,"[9, 15, 21, 27]","[15, 21, 9, 27]",[],rank-none
310,8,4,3,19,"[22, 28, 34, 40]","[22, 34, 40, 28]",[],rank-none
310,9,4,3,1,"[1, 7, 13, 19]","[7, 1, 19, 13]",[],rank-none
310,10,4,1,20,"[32, 38, 44, 50]","[38, 44, 32, 50]",[],rank-none
311,1,4,1,14,"[27, 33, 39, 45]","[33, 45, 39, 27]",[],rank-none
311,2,4,1,2,"[3, 9, 15, 21]","[3, 21, 9, 15]",[],rank-none
311,3,4,3,19,"[22, 28, 34, 40]","[34, 22, 40, 28]",[],rank-none
311,4,4,1,13,"[25, 31, 37, 43]","[43, 25, 31, 37]",[],rank-none
311,5,4,1,5,"[9, 15, 21, 27]","[21, 9, 27, 15]",[],rank-none
311,6,5,1,19,"[22, 28, 34, 40]","[22, 34, 28, 40]",[40],rank-top
311,7,5,1,1,"[1, 7, 13, 19]","[1, 19, 13, 7]",[1],rank-top
311,8,5,3,13,"[25, 31, 37, 43]","[37, 25, 31, 43]",[37],rank-top
311,9,5,1,3,"[5, 11, 17, 23]","[11, 23, 5, 17]",[11],rank-top
311,10,5,1,9,"[17, 23, 29, 35]","[29, 23, 17, 35]",[17],rank-top
312,1,3,3,19,"[22, 28, 34, 40]",[28],"[28, 34, 40, 22]",top-rank
312,2,3,2,7,"[13, 19, 25, 31]",[31],"[31, 13, 19, 25]",top-rank
312,3,3,3,5,"[9, 15, 21, 27]",[15],"[15, 27, 21, 9]",top-rank
312,4,3,3,14,"[27, 33, 39, 45]",[45],"[45, 27, 39, 33]",top-rank
312,5,3,2,4,"[7, 13, 19, 25]",[7],"[7, 13, 19, 25]",top-rank
312,6,6,3,6,"[11, 17, 23, 29]","[11, 23, 29, 17]","[29, 23, 11, 17]",rank-rank
312,7,6,2,18,"[12, 18, 24, 30]","[30, 18, 24, 12]","[24, 30, 18, 12]",rank-rank
312,8,6,3,3,"[5, 11, 17, 23]","[11, 23, 17, 5]","[23, 11, 17, 5]",rank-rank
312,9,6,3,8,"[15, 21, 27, 33]","[15, 27, 21, 33]","[15, 21, 27, 33]",rank-rank
312,10,6,2,15,"[29, 35, 41, 47]","[35, 47, 29, 41]","[35, 29, 47, 41]",rank-rank
313,1,3,1,13,"[25, 31, 37, 43]",[25],"[25, 37, 31, 43]",top-rank
313,2,3,3,19,"[22, 28, 34, 40]",[34],"[34, 22, 40, 28]",top-rank
313,3,3,2,16,"[31, 37, 43, 49]",[37],"[37, 49, 31, 43]",top-rank
313,4,3,3,12,"[23, 29, 35, 41]",[41],"[41, 35, 23, 29]",top-rank
313,5,3,2,6,"[11, 17, 23, 29]",[23],"[23, 29, 11, 17]",top-rank
313,6,2,1,13,"[25, 31, 37, 43]",[25],[37],top-top
313,7,2,3,5,"[9, 15, 21, 27]",[15],[21],top-top
313,8,2,2,18,"[12, 18, 24, 30]",[30],[18],top-top
313,9,2,3,15,"[29, 35, 41, 47]",[41],[35],top-top
313,10,2,2,2,"[3, 9, 15, 21]",[3],[15],top-top
314,1,1,1,9,"[17, 23, 29, 35]",[29],[],top-none
314,2,1,2,18,"[12, 18, 24, 30]",[24],[],top-none
314,3,1,2,14,"[27, 33, 39, 45]",[45],[],top-none
314,4,1,2,8,"[15, 21, 27, 33]",[33],[],top-none
314,5,1,1,6,"[11, 17, 23, 29]",[29],[],top-none
314,6,5,1,5,"[9, 15, 21, 27]","[27, 15, 21, 9]",[27],rank-top
314,7,5,2,11,"[21, 27, 33, 39]","[39, 27, 33, 21]",[21],rank-top
314,8,5,2,2,"[3, 9, 15, 21]","[9, 21, 15, 3]",[3],rank-top
314,9,5,2,15,"[29, 35, 41, 47]","[47, 29, 35, 41]",[35],rank-top
314,10,5,1,17,"[2, 8, 14, 20]","[2, 8, 20, 14]",[2],rank-top
315,1,3,1,9,"[17, 23, 29, 35]",[29],"[29, 17, 35, 23]",top-rank
315,2,3,3,13,"[25, 31, 37, 43]",[43],"[43, 31, 25, 37]",top-rank
315,3,3,1,19,"[22, 28, 34, 40]",[22],"[22, 28, 40, 34]",top-rank
315,4,3,2,19,"[22, 28, 34, 40]",[22],"[22, 28, 40, 34]",top-rank
315,5,3,3,15,"[29, 35, 41, 47]",[41],"[41, 35, 29, 47]",top-rank
315,6,6,1,1,"[1, 7, 13, 19]","[1, 19, 13, 7]","[1, 13, 19, 7]",rank-rank
315,7,6,3,1,"[1, 7, 13, 19]","[1, 7, 13, 19]","[1, 7, 19, 13]",rank-rank
315,8,6,1,2,"[3, 9, 15, 21]","[3, 9, 21, 15]","[9, 3, 21, 15]",rank-rank
315,9,6,2,15,"[29, 35, 41, 47]","[35, 47, 29, 41]","[35, 47, 41, 29]",rank-rank
315,10,6,3,17,"[2, 8, 14, 20]","[2, 20, 8, 14]","[14, 2, 20, 8]",rank-rank
316,1,3,3,4,"[7, 13, 19, 25]",[13],"[13, 7, 25, 19]",top-rank
316,2,3,1,10,"[19, 25, 31, 37]",[19],"[19, 25, 37, 31]",top-rank
316,3,3,3,5,"[9, 15, 21, 27]",[21],"[21, 15, 9, 27]",top-rank
316,4,3,3,14,"[27, 33, 39, 45]",[39],"[39, 33, 27, 45]",top-rank
316,5,3,3,9,"[17, 23, 29, 35]",[17],"[17, 35, 29, 23]",top-rank
316,6,4,3,8,"[15, 21, 27, 33]","[21, 15, 33, 27]",[],rank-none
316,7,4,1,5,"[9, 15, 21, 27]","[9, 15, 27, 21]",[],rank-none
316,8,4,3,1,"[1, 7, 13, 19]","[13, 7, 19, 1]",[],rank-none
316,9,4,3,10,"[19, 25, 31, 37]","[37, 25, 19, 31]",[],rank-none
316,10,4,3,7,"[13, 19, 25, 31]","[13, 25, 19, 31]",[],rank-none
317,1,4,1,1,"[1, 7, 13, 19]","[1, 19, 7, 13]",[],rank-none
317,2,4,3,20,"[32, 38, 44, 50]","[50, 32, 44, 38]",[],rank-none
317,3,4,3,13,"[25, 31, 37, 43]","[31, 25, 43, 37]",[],rank-none
317,4,4,2,13,"[25, 31, 37, 43]","[31, 37, 25, 43]",[],rank-none
317,5,4,3,5,"[9, 15, 21, 27]","[21, 27, 9, 15]",[],rank-none
317,6,2,1,17,"[2, 8, 14, 20]",[2],[20],top-top
317,7,2,3,7,"[13, 19, 25, 31]",[25],[13],top-top
317,8,2,3,20,"[32, 38, 44, 50]",[32],[38],top-top
317,9,2,2,12,"[23, 29, 35, 41]",[35],[29],top-top
317,10,2,3,1,"[1, 7, 13, 19]",[19],[1],top-top
318,1,6,1,6,"[11, 17, 23, 29]","[11, 29, 17, 23]","[11, 29, 17, 23]",rank-rank
318,2,6,1,5,"[9, 15, 21, 27]","[9, 21, 15, 27]","[9, 21, 15, 27]",rank-rank
318,3,6,3,3,"[5, 11, 17, 23]","[17, 5, 11, 23]","[11, 23, 17, 5]",rank-rank
318,4,6,1,16,"[31, 37, 43, 49]","[37, 49, 31, 43]","[31, 37, 49, 43]",rank-rank
318,5,6,1,13,"[25, 31, 37, 43]","[37, 25, 31, 43]","[25, 37, 31, 43]",rank-rank
318,6,3,1,5,"[9, 15, 21, 27]",[9],"[9, 27, 21, 15]",top-rank
318,7,3,1,7,"[13, 19, 25, 31]",[25],"[25, 19, 13, 31]",top-rank
318,8,3,3,6,"[11, 17, 23, 29]",[23],"[17, 11, 29, 23]",top-rank
318,9,3,1,13,"[25, 31, 37, 43]",[25],"[43, 37, 31, 25]",top-rank
318,10,3,1,20,"[32, 38, 44, 50]",[32],"[38, 44, 32, 50]",top-rank
319,1,3,2,2,"[3, 9, 15, 21]",[9],"[9, 15, 3, 21]",top-rank
319,2,3,2,16,"[31, 37, 43, 49]",[49],"[49, 37, 31, 43]",top-rank
319,3,3,1,1,"[1, 7, 13, 19]",[13],"[19, 13, 7, 1]",top-rank
319,4,3,2,15,"[29, 35, 41, 47]",[35],"[35, 29, 41, 47]",top-rank
319,5,3,3,2,"[3, 9, 15, 21]",[15],"[3, 9, 15, 21]",top-rank
319,6,1,2,1,"[1, 7, 13, 19]",[7],[],top-none
319,7,1,2,2,"[3, 9, 15, 21]",[9],[],top-none
319,8,1,1,1,"[1, 7, 13, 19]",[1],[],top-none
319,9,1,2,10,"[19, 25, 31, 37]",[25],[],top-none
319,10,1,3,1,"[1, 7, 13, 19]",[13],[],top-none
320,1,6,1,6,"[11, 17, 23, 29]","[23, 11, 29, 17]","[23, 11, 29, 17]",rank-rank
320,2,6,3,2,"[3, 9, 15, 21]","[15, 3, 21, 9]","[15, 3, 21, 9]",rank-rank
320,3,6,1,4,"[7, 13, 19, 25]","[19, 25, 13, 7]","[19, 25, 13, 7]",rank-rank
320,4,6,1,14,"[27, 33, 39, 45]","[45, 39, 33, 27]","[45, 39, 33, 27]",rank-rank
320,5,6,2,11,"[21, 27, 33, 39]","[39, 21, 27, 33]","[39, 21, 27, 33]",rank-rank
320,6,1,1,15,"[29, 35, 41, 47]",[47],[],top-none
320,7,1,3,7,"[13, 19, 25, 31]",[25],[],top-none
320,8,1,1,10,"[19, 25, 31, 37]",[19],[],top-none
320,9,1,1,17,"[2, 8, 14, 20]",[2],[],top-none
320,10,1,2,17,"[2, 8, 14, 20]",[2],[],top-none
321,1,3,2,19,"[22, 28, 34, 40]",[22],"[22, 34, 28, 40]",top-rank
321,2,3,2,10,"[19, 25, 31, 37]",[37],"[37, 31, 19, 25]",top-rank
321,3,3,2,5,"[9, 15, 21, 27]",[27],"[27, 15, 9, 21]",top-rank
321,4,3,3,2,"[3, 9, 15, 21]",[3],"[3, 9, 15, 21]",top-rank
321,5,3,1,14,"[27, 33, 39, 45]",[45],"[45, 33, 39, 27]",top-rank
321,6,4,2,10,"[19, 25, 31, 37]","[37, 31, 19, 25]",[],rank-none
321,7,4,2,13,"[25, 31, 37, 43]","[37, 31, 25, 43]",[],rank-none
321,8,4,2,1,"[1, 7, 13, 19]","[7, 1, 19, 13]",[],rank-none
321,9,4,3,1,"[1, 7, 13, 19]","[19, 7, 1, 13]",[],rank-none
321,10,4,1,19,"[22, 28, 34, 40]","[28, 22, 34, 40]",[],rank-none
322,1,6,2,14,"[27, 33, 39, 45]","[39, 27, 33, 45]","[33, 39, 45, 27]",rank-rank
322,2,6,1,19,"[22, 28, 34, 40]","[28, 22, 34, 40]","[22, 40, 28, 34]",rank-rank
322,3,6,2,13,"[25, 31, 37, 43]","[43, 31, 25, 37]","[31, 43, 25, 37]",rank-rank
322,4,6,2,18,"[12, 18, 24, 30]","[18, 12, 24, 30]","[30, 24, 12, 18]",rank-rank
322,5,6,2,7,"[13, 19, 25, 31]","[13, 31, 19, 25]","[25, 19, 31, 13]",rank-rank
322,6,3,2,20,"[32, 38, 44, 50]",[38],"[50, 32, 44, 38]",top-rank
322,7,3,1,10,"[19, 25, 31, 37]",[19],"[31, 19, 25, 37]",top-rank
322,8,3,2,19,"[22, 28, 34, 40]",[40],"[28, 34, 40, 22]",top-rank
322,9,3,2,4,"[7, 13, 19, 25]",[19],"[13, 25, 19, 7]",top-rank
322,10,3,2,7,"[13, 19, 25, 31]",[31],"[13, 19, 31, 25]",top-rank
